id,preco
13518783164498355150900635905895481162,74360.51533129615
299896161723793383246777788797566040330,78860.56147711742
316180649972302128246133616457018378621,230559.2430858084
222527157104148385909188217274642813298,120337.76986800412
160460343059850745858546502614838368036,105915.42243942124
262727202368986244371977784343233436999,91245.13248839104
254093764205800086330999281077926851120,139401.13927920687
26118184613036116787803832945215674478,207531.85209023842
216524630140335566712794225427064313,206576.1047154934
185631381169816366226494379020452029389,233745.36911517766
193325654448132563278364141820152041311,136738.50296419841
238917637717691361625086479663492481749,125463.11121518705
55430829679256880238551444522175018156,100534.33710463537
215317645068876070368783807654911699750,225189.99507684843
81597227204971961501733390453078413740,154135.49407109953
144896666825908872755051834814298387194,155302.1222730204
184599608599423525451999366981389806783,232567.7004681866
332523842755767369964829329030378044388,117567.50272134675
115343777354602647202140618045743635008,193258.0477248601
20757170217235469489036110086071917277,99337.29156280772
185526399598537813925895625787601650168,111578.83277883241
60658042813489826886245400795986219027,102211.03302816718
252469656136469704862465423825396909961,233953.1380330521
144289133420257677937750963126363910239,47463.809725722356
286704706212186527658783613441315754259,136798.1336500302
104788498292328609834480593297039083847,73572.5047302327
83091551517048057678460117003997132666,257780.6890861612
253819240599250454081144283787356606601,78807.78086078231
47552100267769170589122325402191982347,147050.31190231093
143932540867090135955180920741784357244,191271.6451908163
196345985565471044954698780677909306202,272292.9044311126
244792708737468723430839923035345593106,57468.38197235328
84589940414664494482357035061818012137,86827.84253716204
272199586960887794853261858460695880945,171993.5409346968
49959439507026713714422386346459644032,83458.26798893145
281026519311657672970881937258693325762,70073.37152570186
93074564150014753673961081882123830374,238337.59992937784
26728401390792884431172378844166640182,379459.208052
188211565885838356078706489204052877949,56782.94706392633
72487946181948797581370306862646034491,139646.1717212379
228864048115975611203958077134700148633,128340.35313138826
112454259487642510247400972640243226784,154008.71638427617
222663295482952330188872827964862490542,60685.677688916374
174300102534868734265445704595501072047,125451.61998381879
65616068149477861830943576277231644996,182236.64516526123
12512429268260634755522419284910697215,356992.50597773923
336344009530167442733355949279054127993,58886.66562815098
79522286518792634854353998912967788405,95342.7553963754
82689802293775881487902613650793199776,145138.7959185861
145087209205382180995284342956932775590,90017.15539503616
148379644220249469735831915363404593938,80200.85642288443
81783415914068556337040372580510327746,121408.39145605001
17392005129747944984443660408573750669,76448.42355730553
221003909581330971303914733428302885356,227534.67374929483
32270994133870633595828638411924379558,119730.04554105176
44743423162474884539743903954385097896,157745.35589839847
256739781367016694034266877805520625472,224220.8966288134
102069821313289958956134954896763391138,146575.603881791
295239204594155572903470420706758961711,89528.46202552336
217043924033496343963491521400562422856,103991.29541154791
230630223901851276472648163541398202700,75468.73396274452
228794583325189840821498523768389390979,82950.14552674083
226883211751919793077312253417502568887,113191.03619166795
178727794896076301413017290746899811351,71383.29823335404
233324434070255280697734700180958891999,108686.37915068583
120196782885257163651164953359063822616,76402.07075899205
307587965035124177469706843302286678852,91315.42078476693
147918433942232310306879997092064646229,81309.45019418572
322862357217576382174561616320866894896,201182.3214487282
239523402888574028389406143855331971634,313631.07130483934
113509983214540261664688743850173663995,83244.77217823756
109891169875096641331353504149265117244,150589.8486225739
14047284765259674200352849951505593080,188413.38934577774
185048785858081984334746723407963750558,153692.02083977184
233408161489868303803711823496315975517,49695.22871323477
271868823659695867806389462405507434039,137714.62540198435
234266752075173490649523075655294035700,104230.49841266316
135193714861901808768224625797727405125,95787.51231372403
65383514239248595231552479759479421653,118349.45207272703
763500554236946546082152173974002095,75283.88348326227
263071556455718053803505933844459615897,93795.60505199316
251187863725990533753089128740859478739,62761.4266193861
254288424794027625207128200628830798586,286489.69939699897
286319605986498380547161295324785273852,133113.2303064201
18156444762146185587945140921021289232,113471.433844711
132399590521100913284690334248594447552,82955.82630990274
103484450878268999171337512911053865440,196399.30957040237
3912270241651523146374566983699340012,220470.7222488249
289442719100949424990356122406061188257,92637.54614672142
78107569099680024366542029001316825040,91195.26810144255
35630579392702895703343792092821020757,131828.11613659642
180495442974534219664033650975071179678,88430.05010636084
310808003231123687601982759789167595573,87850.4753449324
281412885789869246852489114984059535931,98536.96971165939
115834922999693545296191213987693964898,93021.8781033328
5731801982113473737231393645963779999,121326.12475729395
256716164818036322373140286568690396129,138999.5995214803
287091925155434474451326927701130603179,148844.53950827481
34260218896401614964439670738816901101,82699.14966613249
129711525134942617432200032446355408594,65540.03913063873
63813447393601008165654825811986411111,87695.64190110902
233957718806307342910872106898233148735,128491.48575644384
138508589382193076883186189654019084427,102851.0903447021
171762617476835661595108367117122969376,70245.73837624927
7122736344425113322294078330615663312,65408.980836339615
32931879047335602142815671990698948947,71075.22922231781
230483121396274655509988841957998046697,111731.01213443947
315766672381283490639653109260892751611,278778.8669794944
